2025-04-09 19:25:35,804 - Successfully fetched data for MSFT
2025-04-09 19:25:36,444 - Successfully fetched data for GOOG
2025-04-09 19:25:37,172 - Successfully fetched data for aapl
2025-04-09 19:25:37,933 - Successfully fetched data for SHEL.L
2025-04-09 19:25:38,608 - Successfully fetched data for AIR.PA
2025-04-09 19:25:39,106 - Successfully fetched data for 9988.HK
2025-04-09 19:26:20,790 - Successfully fetched data for MSFT
2025-04-09 19:26:21,042 - Successfully fetched data for GOOG
2025-04-09 19:26:21,422 - Successfully fetched data for aapl
2025-04-09 19:26:21,721 - Successfully fetched data for SHEL.L
2025-04-09 19:26:22,080 - Successfully fetched data for AIR.PA
2025-04-09 19:26:22,255 - Successfully fetched data for 9988.HK
2025-04-09 19:39:31,509 - Successfully fetched data for AAPL
2025-04-09 19:39:32,145 - Successfully fetched data for MSFT
2025-04-09 19:39:33,903 - Successfully fetched data for TSLA
2025-04-09 19:43:33,828 - Successfully fetched data for AAPL
2025-04-09 19:43:34,470 - Successfully fetched data for MSFT
2025-04-09 19:43:34,936 - Successfully fetched data for TSLA
2025-04-09 19:54:05,184 - Successfully fetched data for AAPL
2025-04-09 19:54:05,828 - Successfully fetched data for MSFT
2025-04-09 19:54:06,334 - Successfully fetched data for TSLA
2025-04-09 19:54:45,118 - Successfully fetched data for AAPL
2025-04-09 19:54:45,718 - Successfully fetched data for MSFT
2025-04-09 19:54:46,183 - Successfully fetched data for TSLA
2025-04-09 19:57:06,272 - Successfully fetched data for aapl
2025-04-09 20:00:57,994 - Successfully fetched data for AAPL
2025-04-09 20:00:58,677 - Successfully fetched data for MSFT
2025-04-09 20:00:59,211 - Successfully fetched data for TSLA
2025-04-09 23:54:27,730 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,426 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,439 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,440 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,476 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,477 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:44,563 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,084 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,131 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,131 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,150 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,187 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,192 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
2025-04-10 00:26:50,286 - Connection pool is full, discarding connection: query2.finance.yahoo.com. Connection pool size: 10
